Mod:Item:MetaData, Localized Name
botania:slingshot, item.slingshot.name
botania:manabottle, item.manaBottle.name
botania:laputashard:0, 拉普达碎片
botania:laputashard:4, 拉普达碎片
botania:laputashard:9, 拉普达碎片
botania:laputashard:14, 拉普达碎片
botania:laputashard:19, 拉普达碎片
botania:virus:0, 僵尸病毒
botania:virus:1, 骷髅病毒
botania:reachring, item.reachRing.name
botania:skydirtrod, item.skyDirtRod.name
botania:itemfinder, item.itemFinder.name
botania:superlavapendant, item.superLavaPendant.name
botania:enderhand, item.enderHand.name
botania:glasspick, item.glassPick.name
botania:spark, item.spark.name
botania:sparkupgrade:0, 火花升级:弥散
botania:sparkupgrade:1, 火花升级:聚集
botania:sparkupgrade:2, 火花升级:扩散
botania:sparkupgrade:3, 火花升级:隔绝
botania:diviningrod, item.diviningRod.name
botania:gravityrod, item.gravityRod.name
botania:manainkwell, item.manaInkwell.name
botania:vial:0, 魔法玻璃小瓶
botania:vial:1, 精灵玻璃烧瓶
botania:brewvial, item.brewVial.name
botania:brewflask, item.brewFlask.name
botania:bloodpendant, item.bloodPendant.name
botania:missilerod, item.missileRod.name
botania:holycloak, item.holyCloak.name
botania:unholycloak, item.unholyCloak.name
botania:balancecloak, item.balanceCloak.name
botania:craftinghalo, item.craftingHalo.name
botania:blacklotus:0, 黑莲花
botania:blacklotus:1, 暗黑莲花
botania:monocle, item.monocle.name
botania:clip, item.clip.name
botania:cobblerod, item.cobbleRod.name
botania:smeltrod, item.smeltRod.name
botania:worldseed, item.worldSeed.name
botania:spellcloth, item.spellCloth.name
botania:thornchakram:0, 荆棘飞轮
botania:thornchakram:1, 闪耀飞轮
botania:overgrowthseed, item.overgrowthSeed.name
botania:craftpattern:0, 合成模板#1: 1x1
botania:craftpattern:1, 合成模板#2: 2x2
botania:craftpattern:2, 合成模板#3: 1x2
botania:craftpattern:3, 合成模板#4: 2x1
botania:craftpattern:4, 合成模板#5: 1x3
botania:craftpattern:5, 合成模板#6: 3x1
botania:craftpattern:6, 合成模板#7: 2x3
botania:craftpattern:7, 合成模板#8: 3x2
botania:craftpattern:8, 合成模板#9: 圈形
botania:ancientwill:0, 艾琳的意志
botania:ancientwill:1, 达洛克的意志
botania:ancientwill:2, 古赞的意志
botania:ancientwill:3, 托拉格的意志
botania:ancientwill:4, 威拉克的意志
botania:ancientwill:5, 卡瑞的意志
botania:corporeaspark:0, 多媒体火花
botania:corporeaspark:1, 主媒体火花
botania:livingwoodbow, item.livingwoodBow.name
botania:crystalbow, item.crystalBow.name
botania:cosmetic:0, 黑领结
botania:cosmetic:1, 黑领带
botania:cosmetic:2, 红眼镜
botania:cosmetic:3, 蓬松围巾
botania:cosmetic:4, 工程师护目镜
botania:cosmetic:5, 眼罩
botania:cosmetic:6, 中二眼罩
botania:cosmetic:7, 红丝带
botania:cosmetic:8, 粉花蕾
botania:cosmetic:9, 斑点蝴蝶结
botania:cosmetic:10, 蓝蝴蝶
botania:cosmetic:11, 猫耳
botania:cosmetic:12, 女巫别针
botania:cosmetic:13, 恶魔尾巴
botania:cosmetic:14, 神威之眼
botania:cosmetic:15, 青蛙眼
botania:cosmetic:16, 四叶草
botania:cosmetic:17, 时钟之眼
botania:cosmetic:18, 独角兽之角
botania:cosmetic:19, 恶魔尖角
botania:cosmetic:20, 十字头饰
botania:cosmetic:21, 植物学家徽章
botania:cosmetic:22, 远古面具
botania:cosmetic:23, 怪异面具
botania:cosmetic:24, 外星人天线
botania:cosmetic:25, 红蓝眼镜
botania:cosmetic:26, 橙色墨镜
botania:cosmetic:27, 大鼻子面具
botania:cosmetic:28, 浓眉毛
botania:cosmetic:29, 盾牌
botania:cosmetic:30, 小土豆面具
botania:cosmetic:31, 任务人标志
botania:cosmetic:32, Thinking Hand
botania:swapring, item.swapRing.name
botania:flowerbag, item.flowerBag.name
botania:phantomink, item.phantomInk.name
botania:poolminecart, item.poolMinecart.name
botania:pinkinator, item.pinkinator.name
botania:infinitefruit, item.infiniteFruit.name
botania:kingkey, item.kingKey.name
botania:flugeleye, item.flugelEye.name
botania:thorring, item.thorRing.name
botania:odinring, item.odinRing.name
botania:lokiring, item.lokiRing.name
botania:dice, item.dice.name
botania:keepivy, item.keepIvy.name
botania:blackholetalisman:0, 黑洞护符
botania:recordgaia1, item.recordGaia1.name
botania:recordgaia2, item.recordGaia2.name
botania:temperancestone:0, 节制之石
botania:incensestick, item.incenseStick.name
botania:terraaxe, item.terraAxe.name
botania:waterbowl, item.waterBowl.name
botania:obediencestick, item.obedienceStick.name
botania:cacophonium, item.cacophonium.name
botania:slimebottle:0, 史莱姆罐子
botania:starsword, item.starSword.name
botania:exchangerod, item.exchangeRod.name
botania:magnetringgreater, item.magnetRingGreater.name
botania:thundersword, item.thunderSword.name
botania:manaweavehelm, item.manaweaveHelm.name
botania:manaweavechest, item.manaweaveChest.name
botania:manaweavelegs, item.manaweaveLegs.name
botania:manaweaveboots, item.manaweaveBoots.name
botania:autocraftinghalo, item.autocraftingHalo.name
botania:gaiahead, item.gaiaHead.name
botania:sextant, item.sextant.name
botania:speedupbelt, item.speedUpBelt.name
botania:baublebox, item.baubleBox.name
botania:dodgering, item.dodgeRing.name
botania:invisibilitycloak, item.invisibilityCloak.name
botania:cloudpendant, item.cloudPendant.name
botania:supercloudpendant, item.superCloudPendant.name
botania:thirdeye, item.thirdEye.name
botania:astrolabe, item.astrolabe.name
botania:goddesscharm, item.goddessCharm.name
botania:flower:0, 白色神秘花
botania:flower:1, 橙色神秘花
botania:flower:2, 品红色神秘花
botania:flower:3, 淡蓝色神秘花
botania:flower:4, 黄色神秘花
botania:flower:5, 黄绿色神秘花
botania:flower:6, 粉色神秘花
botania:flower:7, 灰色神秘花
botania:flower:8, 淡灰色神秘花
botania:flower:9, 青色神秘花
botania:flower:10, 紫色神秘花
botania:flower:11, 蓝色神秘花
botania:flower:12, 棕色神秘花
botania:flower:13, 绿色神秘花
botania:flower:14, 红色神秘花
botania:flower:15, 黑色神秘花
botania:altar:0, 花药台
botania:altar:1, 森林花药台
botania:altar:2, 平原花药台
botania:altar:3, 高山花药台
botania:altar:4, 菌丝花药台
botania:altar:5, 沼泽花药台
botania:altar:6, 沙漠花药台
botania:altar:7, 雪原花药台
botania:altar:8, 高原花药台
botania:livingrock:0, 活石
botania:livingrock:1, 活石砖
botania:livingrock:2, 苔活石砖
botania:livingrock:3, 裂活石砖
botania:livingrock:4, 框边活石砖
botania:livingwood:0, 活木
botania:livingwood:1, 活木板
botania:livingwood:2, 苔活木板
botania:livingwood:3, 框边活木板
botania:livingwood:4, 框纹活木板
botania:livingwood:5, 微光活木
botania:specialflower:0, 白雏菊
botania:specialflower:0, 魔力星
botania:specialflower:0, 火红莲
botania:specialflower:0, 水绣球
botania:specialflower:0, 炽玫瑰
botania:specialflower:0, 阿卡纳蔷薇
botania:specialflower:0, 咀叶花
botania:specialflower:0, 热爆花
botania:specialflower:0, 贪食花
botania:specialflower:0, 彼方兰
botania:specialflower:0, 粘球草
botania:specialflower:0, 斑斓花
botania:specialflower:0, 噬草花
botania:specialflower:0, Shulk Me Not
botania:specialflower:0, 启命英
botania:specialflower:0, 翡翠苋
botania:specialflower:0, 娇媚之刺
botania:specialflower:0, 小娇媚之刺
botania:specialflower:0, 恐惧之刺
botania:specialflower:0, 平成之梦
botania:specialflower:0, 虎之眼
botania:specialflower:0, 异构花
botania:specialflower:0, 小异构花
botania:specialflower:0, 凝矿兰
botania:specialflower:0, 炎矿兰
botania:specialflower:0, 天降之奏
botania:specialflower:0, 冶炼火
botania:specialflower:0, 田园康乃馨
botania:specialflower:0, 小田园康乃馨
botania:specialflower:0, 漏斗花
botania:specialflower:0, 小漏斗花
botania:specialflower:0, 手掌花
botania:specialflower:0, 小手掌花
botania:specialflower:0, 束缚莓
botania:specialflower:0, 自由之翼
botania:specialflower:0, 毒风信
botania:specialflower:0, 石化草
botania:specialflower:0, 畜牧花
botania:specialflower:0, 粘土花
botania:specialflower:0, 小粘土花
botania:specialflower:0, 聚宝花
botania:specialflower:0, 扇水仙
botania:specialflower:0, 诱引莲
botania:specialflower:0, 凌空蓟
botania:specialflower:0, 气泡铃
botania:specialflower:0, 小气泡铃
botania:specialflower:0, 弱磁兰
botania:specialflower:0, 小弱磁兰
botania:specialflower:0, 消音柑
botania:specialflower:0, Lightning Flower
botania:specialflower:0, Wither Flower
botania:specialflower:0, Snow Flower
botania:specialflower:0, Rain Flower
botania:spreader:0, 魔力发射器
botania:spreader:1, 魔力发射器(红石)
botania:spreader:2, 精灵魔力发射器
botania:spreader:3, 盖亚魔力发射器
botania:pool:0, 魔力池
botania:pool:2, 稀释魔力池
botania:pool:3, 神话魔力池
botania:pool:1, 永恒魔力池
botania:runealtar, tile.runeAltar.name
botania:pylon:0, 魔法水晶
botania:pylon:1, 自然水晶
botania:pylon:2, 盖亚水晶
botania:pistonrelay, tile.pistonRelay.name
botania:distributor, tile.distributor.name
botania:manavoid, tile.manaVoid.name
botania:manadetector, tile.manaDetector.name
botania:enchanter, tile.enchanter.name
botania:turntable, tile.turntable.name
botania:tinyplanetblock, tile.tinyPlanetBlock.name
botania:alchemycatalyst, tile.alchemyCatalyst.name
botania:opencrate:0, 花格箱
botania:opencrate:1, 机巧箱
botania:foresteye, tile.forestEye.name
botania:storage:0, 魔力钢块
botania:storage:1, 泰拉钢块
botania:storage:2, 源质钢块
botania:storage:3, 魔力钻石块
botania:storage:4, 龙石块
botania:forestdrum:0, 狂野之鼓
botania:forestdrum:1, 收集之鼓
botania:forestdrum:2, 林冠之鼓
botania:shinyflower:0, 白色荧光花
botania:shinyflower:1, 橙色荧光花
botania:shinyflower:2, 品红色荧光花
botania:shinyflower:3, 淡蓝色荧光花
botania:shinyflower:4, 黄色荧光花
botania:shinyflower:5, 黄绿色荧光花
botania:shinyflower:6, 粉色荧光花
botania:shinyflower:7, 灰色荧光花
botania:shinyflower:8, 淡灰色荧光花
botania:shinyflower:9, 青色荧光花
botania:shinyflower:10, 紫色荧光花
botania:shinyflower:11, 蓝色荧光花
botania:shinyflower:12, 棕色荧光花
botania:shinyflower:13, 绿色荧光花
botania:shinyflower:14, 红色荧光花
botania:shinyflower:15, 黑色荧光花
botania:platform:0, 奥秘平台
botania:platform:1, 幻影平台
botania:platform:2, 不破平台
botania:alfheimportal, tile.alfheimPortal.name
botania:dreamwood:0, 梦之木
botania:dreamwood:1, 梦之木板
botania:dreamwood:2, 苔梦之木板
botania:dreamwood:3, 框边梦之木板
botania:dreamwood:4, 框纹梦之木板
botania:dreamwood:5, 微光梦之木
botania:conjurationcatalyst, tile.conjurationCatalyst.name
botania:bifrost, tile.bifrost.name
botania:miniisland:0, 白色浮空花
botania:miniisland:1, 橙色浮空花
botania:miniisland:2, 品红色浮空花
botania:miniisland:3, 淡蓝色浮空花
botania:miniisland:4, 黄色浮空花
botania:miniisland:5, 黄绿色浮空花
botania:miniisland:6, 粉色浮空花
botania:miniisland:7, 灰色浮空花
botania:miniisland:8, 淡灰色浮空花
botania:miniisland:9, 青色浮空花
botania:miniisland:10, 紫色浮空花
botania:miniisland:11, 蓝色浮空花
botania:miniisland:12, 棕色浮空花
botania:miniisland:13, 绿色浮空花
botania:miniisland:14, 红色浮空花
botania:miniisland:15, 黑色浮空花
botania:tinypotato, tile.tinyPotato.name
botania:spawnerclaw, tile.spawnerClaw.name
botania:custombrick:0, 阿兹勒赫瓷砖
botania:custombrick:1, 阿兹勒赫瓷砖
botania:custombrick:2, 阿兹勒赫瓷砖
botania:custombrick:3, 阿兹勒赫瓷砖
botania:custombrick:4, 阿兹勒赫瓷砖
botania:custombrick:5, 阿兹勒赫瓷砖
botania:custombrick:6, 阿兹勒赫瓷砖
botania:custombrick:7, 阿兹勒赫瓷砖
botania:custombrick:8, 阿兹勒赫瓷砖
botania:custombrick:9, 阿兹勒赫瓷砖
botania:custombrick:10, 阿兹勒赫瓷砖
botania:custombrick:11, 阿兹勒赫瓷砖
botania:custombrick:12, 阿兹勒赫瓷砖
botania:custombrick:13, 阿兹勒赫瓷砖
botania:custombrick:14, 阿兹勒赫瓷砖
botania:custombrick:15, 阿兹勒赫瓷砖
botania:endereyeblock, tile.enderEyeBlock.name
botania:starfield, tile.starfield.name
botania:rfgenerator, tile.rfGenerator.name
botania:elfglass, tile.elfGlass.name
botania:brewery, tile.brewery.name
botania:managlass, tile.manaGlass.name
botania:terraplate, tile.terraPlate.name
botania:redstringcontainer, tile.redStringContainer.name
botania:redstringdispenser, tile.redStringDispenser.name
botania:redstringfertilizer, tile.redStringFertilizer.name
botania:redstringcomparator, tile.redStringComparator.name
botania:redstringrelay, tile.redStringRelay.name
botania:floatingspecialflower:0, 浮空白雏菊
botania:floatingspecialflower:0, 浮空魔力星
botania:floatingspecialflower:0, 浮空火红莲
botania:floatingspecialflower:0, 浮空水绣球
botania:floatingspecialflower:0, 浮空炽玫瑰
botania:floatingspecialflower:0, 浮空阿卡纳蔷薇
botania:floatingspecialflower:0, 浮空咀叶花
botania:floatingspecialflower:0, 浮空热爆花
botania:floatingspecialflower:0, 浮空贪食花
botania:floatingspecialflower:0, 浮空彼方兰
botania:floatingspecialflower:0, 浮空粘球草
botania:floatingspecialflower:0, 浮空斑斓花
botania:floatingspecialflower:0, 浮空噬草花
botania:floatingspecialflower:0, 浮空Shulk Me Not
botania:floatingspecialflower:0, 浮空启命英
botania:floatingspecialflower:0, 浮空翡翠苋
botania:floatingspecialflower:0, 浮空娇媚之刺
botania:floatingspecialflower:0, 浮空小娇媚之刺
botania:floatingspecialflower:0, 浮空恐惧之刺
botania:floatingspecialflower:0, 浮空平成之梦
botania:floatingspecialflower:0, 浮空虎之眼
botania:floatingspecialflower:0, 浮空异构花
botania:floatingspecialflower:0, 浮空小异构花
botania:floatingspecialflower:0, 浮空凝矿兰
botania:floatingspecialflower:0, 浮空炎矿兰
botania:floatingspecialflower:0, 浮空天降之奏
botania:floatingspecialflower:0, 浮空冶炼火
botania:floatingspecialflower:0, 浮空田园康乃馨
botania:floatingspecialflower:0, 浮空小田园康乃馨
botania:floatingspecialflower:0, 浮空漏斗花
botania:floatingspecialflower:0, 浮空小漏斗花
botania:floatingspecialflower:0, 浮空手掌花
botania:floatingspecialflower:0, 浮空小手掌花
botania:floatingspecialflower:0, 浮空束缚莓
botania:floatingspecialflower:0, 浮空自由之翼
botania:floatingspecialflower:0, 浮空毒风信
botania:floatingspecialflower:0, 浮空石化草
botania:floatingspecialflower:0, 浮空畜牧花
botania:floatingspecialflower:0, 浮空粘土花
botania:floatingspecialflower:0, 浮空小粘土花
botania:floatingspecialflower:0, 浮空聚宝花
botania:floatingspecialflower:0, 浮空扇水仙
botania:floatingspecialflower:0, 浮空诱引莲
botania:floatingspecialflower:0, 浮空凌空蓟
botania:floatingspecialflower:0, 浮空气泡铃
botania:floatingspecialflower:0, 浮空小气泡铃
botania:floatingspecialflower:0, 浮空弱磁兰
botania:floatingspecialflower:0, 浮空小弱磁兰
botania:floatingspecialflower:0, 浮空消音柑
botania:floatingspecialflower:0, 浮空Lightning Flower
botania:floatingspecialflower:0, 浮空Wither Flower
botania:floatingspecialflower:0, 浮空Snow Flower
botania:floatingspecialflower:0, 浮空Rain Flower
botania:prism, tile.prism.name
botania:enchantedsoil, tile.enchantedSoil.name
botania:petalblock:0, 白色花瓣块
botania:petalblock:1, 橙色花瓣块
botania:petalblock:2, 品红色花瓣块
botania:petalblock:3, 淡蓝色花瓣块
botania:petalblock:4, 黄色花瓣块
botania:petalblock:5, 黄绿色花瓣块
botania:petalblock:6, 粉色花瓣块
botania:petalblock:7, 灰色花瓣块
botania:petalblock:8, 淡灰色花瓣块
botania:petalblock:9, 青色花瓣块
botania:petalblock:10, 紫色花瓣块
botania:petalblock:11, 蓝色花瓣块
botania:petalblock:12, 棕色花瓣块
botania:petalblock:13, 绿色花瓣块
botania:petalblock:14, 红色花瓣块
botania:petalblock:15, 黑色花瓣块
botania:corporeaindex, tile.corporeaIndex.name
botania:corporeafunnel, tile.corporeaFunnel.name
botania:mushroom:0, 白色微光蘑菇
botania:mushroom:1, 橙色微光蘑菇
botania:mushroom:2, 品红色微光蘑菇
botania:mushroom:3, 淡蓝色微光蘑菇
botania:mushroom:4, 黄色微光蘑菇
botania:mushroom:5, 黄绿色微光蘑菇
botania:mushroom:6, 粉色微光蘑菇
botania:mushroom:7, 灰色微光蘑菇
botania:mushroom:8, 淡灰色微光蘑菇
botania:mushroom:9, 青色微光蘑菇
botania:mushroom:10, 紫色微光蘑菇
botania:mushroom:11, 蓝色微光蘑菇
botania:mushroom:12, 棕色微光蘑菇
botania:mushroom:13, 绿色微光蘑菇
botania:mushroom:14, 红色微光蘑菇
botania:mushroom:15, 黑色微光蘑菇
botania:pump, 机械流体泵管道
botania:doubleflower1:0, 白色高神秘花
botania:doubleflower1:1, 橙色高神秘花
botania:doubleflower1:2, 品红色高神秘花
botania:doubleflower1:3, 淡蓝色高神秘花
botania:doubleflower1:4, 黄色高神秘花
botania:doubleflower1:5, 黄绿色高神秘花
botania:doubleflower1:6, 粉色高神秘花
botania:doubleflower1:7, 灰色高神秘花
botania:doubleflower2:0, 淡灰色高神秘花
botania:doubleflower2:1, 青色高神秘花
botania:doubleflower2:2, 紫色高神秘花
botania:doubleflower2:3, 蓝色高神秘花
botania:doubleflower2:4, 褐色高神秘花
botania:doubleflower2:5, 绿色高神秘花
botania:doubleflower2:6, 红色高神秘花
botania:doubleflower2:7, 黑色高神秘花
botania:blazeblock, tile.blazeBlock.name
botania:corporeainterceptor, tile.corporeaInterceptor.name
botania:corporeacrystalcube, tile.corporeaCrystalCube.name
botania:incenseplate, tile.incensePlate.name
botania:hourglass, tile.hourglass.name
botania:ghostrail, tile.ghostRail.name
botania:sparkchanger, tile.sparkChanger.name
botania:root, tile.root.name
botania:felpumpkin, tile.felPumpkin.name
botania:cocoon, tile.cocoon.name
botania:lightrelay:0, 微光
botania:lightrelay:1, 探测微光
botania:lightrelay:2, 岔路微光
botania:lightrelay:3, 激活微光
botania:lightlauncher, tile.lightLauncher.name
botania:manabomb, tile.manaBomb.name
botania:cacophoniumblock, tile.cacophoniumBlock.name
botania:bellows, 奥术风箱
botania:bifrostperm, tile.bifrostPerm.name
botania:cellblock, tile.cellBlock.name
botania:redstringinterceptor, tile.redStringInterceptor.name
botania:corporearetainer, tile.corporeaRetainer.name
botania:teruterubozu, tile.teruTeruBozu.name
botania:shimmerrock, tile.shimmerrock.name
botania:shimmerwoodplanks, tile.shimmerwoodPlanks.name
botania:avatar, tile.avatar.name
botania:altgrass:0, 干草地
botania:altgrass:1, 黄金草地
botania:altgrass:2, 鲜草草地
botania:altgrass:3, 焦草草地
botania:altgrass:4, 注魔草地
botania:altgrass:5, 异变草地
botania:animatedtorch, tile.animatedTorch.name
buildinggadgets:buildingtool, 建筑小帮手
buildinggadgets:exchangertool, 更替小帮手
buildinggadgets:copypastetool, 复制-粘贴小帮手
buildinggadgets:templatemanager, 模板管理器
buildinggadgets:template, 模板
buildinggadgets:destructiontool, 破坏小帮手
buildinggadgets:constructionblock_dense, Dense Construction Block
buildinggadgets:constructionblock, 构建方块
buildinggadgets:constructionblockpowder, 构建方块粉末
buildinggadgets:constructionpaste, 构建糨糊
buildinggadgets:construction_chunk_dense, Dense Construction Chunk
buildinggadgets:constructionpastecontainer, 粘贴容器
buildinggadgets:constructionpastecontainert2, 粘贴容器 T2
buildinggadgets:constructionpastecontainert3, 粘贴容器 T3
buildinggadgets:constructionpastecontainercreative, Creative Paste Container
capsule:capsulemarker, 截取装置
capsule:capsule:0, §r空 胶囊
capsule:capsule:0, §r空 胶囊
capsule:capsule:0, §r空 胶囊
capsule:capsule:0, §r空 胶囊
capsule:capsule:0, §r空 胶囊
capsule:capsule:0, §r空 胶囊
capsule:capsule:0, §r空 胶囊
capsule:capsule:3, §r«§oTraveller's Base§r» 蓝图胶囊
capsule:capsule:3, §r未标签 蓝图胶囊
capsule:capsule:3, §r«§oIe-silo§r» 蓝图胶囊
capsule:capsule:3, §r«§oIe-sheetmetaltank§r» 蓝图胶囊
capsule:capsule:3, §r«§oIe-cokeoven§r» 蓝图胶囊
capsule:capsule:3, §r«§oIe-bottlingmachine§r» 蓝图胶囊
capsule:capsule:3, §r«§oIe-metalpress§r» 蓝图胶囊
capsule:capsule:3, §r«§oIp-pumpjack§r» 蓝图胶囊
capsule:capsule:3, §r«§oIe-fermenter§r» 蓝图胶囊
capsule:capsule:3, §r«§oIe-refinery§r» 蓝图胶囊
capsule:capsule:3, §r«§oIe-assembler§r» 蓝图胶囊
capsule:capsule:3, §r«§oIe-excavatordemo§r» 蓝图胶囊
capsule:capsule:3, §r«§oMind-BrushTower§r» 蓝图胶囊
capsule:capsule:3, §r«§oIe-lightningrod§r» 蓝图胶囊
capsule:capsule:3, §r«§oIe-alloysmelter§r» 蓝图胶囊
capsule:capsule:3, §r«§oIe-arcfurnace§r» 蓝图胶囊
capsule:capsule:3, §r«§oIe-mixer§r» 蓝图胶囊
capsule:capsule:3, §r«§oIe-crusher§r» 蓝图胶囊
capsule:capsule:3, §r«§oIe-autoworkbench§r» 蓝图胶囊
capsule:capsule:3, §r«§oIe-blastfurnaceadvanced§r» 蓝图胶囊
capsule:capsule:3, §r«§oIe-blastfurnace§r» 蓝图胶囊
capsule:capsule:3, §r«§oIe-squeezer§r» 蓝图胶囊
capsule:capsule:3, §r«§oIe-dieselgenerator§r» 蓝图胶囊
capsule:capsule:2, §r未标签 胶囊
capsule:capsule:5, §r一次性 空 胶囊
chambers:empowerer_chamber, Empowerer Chamber
chambers:atom_chamber, Atomic Reconstruction Chamber
chambers:compost_chamber, Compost Chamber
chambers:compact_chamber, Field Projector Chamber
chambers:big_compact_chamber, Large Field Projector Chamber
chambers:anvil_chamber, Stygian Anvil Chamber
chambers:soul_anvil_chamber, Soul Anvil Chamber
chambers:enchant_chamber, Enchanting Chamber
chambers:fusion_chamber, Fusion Chamber
chambers:alchemy_chamber, Alchemy Chamber
chambers:fluid_chamber, NOT YET IMPLEMENTED
chisel:auto_chisel, 自动雕凿机
chisel:chisel_iron, 凿子
chisel:chisel_diamond, 钻石凿子
chisel:chisel_hitech, iChisel
chisel:offsettool, 末影纹理平移手杖
claybucket:unfiredclaybucket, Unfired Clay Bucket
claybucket:claybucket:0, 粘土桶
claybucket:claybucket:1, 粘土水桶
claybucket:claybucket:2, 粘土岩浆桶
compactmachines3:tunnel, 空间压缩机械通道
compactmachines3:redstonetunnel, Redstone Tunnel
compactmachines3:wall, 紧实的空间压缩机械墙壁
compactmachines3:wallbreakable, 空间压缩机械墙壁
compactmachines3:machine:0, 微型空间压缩机械
compactmachines3:machine:1, 小型空间压缩机械
compactmachines3:machine:2, 标准空间压缩机械
compactmachines3:machine:3, 大型空间压缩机械
compactmachines3:machine:4, 巨型空间压缩机械
compactmachines3:machine:5, 最大空间压缩机械
compactmachines3:fieldprojector, 空间压缩机械领域投影器
compactmachines3:psd, 个人空间收缩设备
compactmachines3:tunneltool, 压缩机械通道
compactmachines3:redstonetunneltool, Redstone Tunnel
darkutils:trap_move, 向量板
darkutils:trap_move_fast, 向量板
darkutils:trap_move_hyper, 向量板
darkutils:update_detector, 方块更新检测器
darkutils:trap_tile:0, 剧毒陷阱
darkutils:trap_tile:1, 虚弱陷阱
darkutils:trap_tile:2, 伤害陷阱
darkutils:trap_tile:3, 迟缓陷阱
darkutils:trap_tile:4, 火焰陷阱
darkutils:trap_tile:5, 凋零陷阱
darkutils:trap_tile:6, 侵蚀陷阱
darkutils:trap_tile:7, 玩家陷阱
darkutils:trap_anchor, 锚定板
darkutils:sneaky, 潜匿方块
darkutils:sneaky_lever, 潜匿拉杆
darkutils:sneaky_ghost, 潜匿幽灵方块
darkutils:sneaky_torch, 潜匿火把
darkutils:sneaky_obsidian, 潜匿黑曜石
darkutils:sneaky_plate, 潜匿压力板
darkutils:sneaky_bedrock, 潜匿基岩
darkutils:sneaky_button, 潜匿按钮
darkutils:shulker_pearl, 潜影珍珠
darkutils:pearl_block:0, 珍珠块
darkutils:pearl_block:1, 珍珠砖块
darkutils:pearl_block:2, 雕纹珍珠块
darkutils:pearl_block:3, 雕凿珍珠块
darkutils:timer, 计时器
darkutils:monolith:0, 经验方尖碑
darkutils:monolith:1, 怪物方尖碑
darkutils:filter:0, 生物过滤器
darkutils:filter:1, 生物过滤器
darkutils:filter:2, 生物过滤器
darkutils:filter:3, 生物过滤器
darkutils:filter:4, 生物过滤器
darkutils:filter:5, 生物过滤器
darkutils:filter:6, 生物过滤器
darkutils:filter:7, 生物过滤器
darkutils:filter:8, 生物过滤器
darkutils:filter:9, 生物过滤器
darkutils:filter:10, 生物过滤器
darkutils:filter_inverted:0, 反向生物过滤器
darkutils:filter_inverted:1, 反向生物过滤器
darkutils:filter_inverted:2, 反向生物过滤器
darkutils:filter_inverted:3, 反向生物过滤器
darkutils:filter_inverted:4, 反向生物过滤器
darkutils:filter_inverted:5, 反向生物过滤器
darkutils:filter_inverted:6, 反向生物过滤器
darkutils:filter_inverted:7, 反向生物过滤器
darkutils:filter_inverted:8, 反向生物过滤器
darkutils:filter_inverted:9, 反向生物过滤器
darkutils:filter_inverted:10, 反向生物过滤器
darkutils:lore_tag:0, §0信息标签
darkutils:lore_tag:1, §1信息标签
darkutils:lore_tag:2, §2信息标签
darkutils:lore_tag:3, §3信息标签
darkutils:lore_tag:4, §4信息标签
darkutils:lore_tag:5, §5信息标签
darkutils:lore_tag:6, §6信息标签
darkutils:lore_tag:7, §7信息标签
darkutils:lore_tag:8, §8信息标签
darkutils:lore_tag:9, §9信息标签
darkutils:lore_tag:10, §a信息标签
darkutils:lore_tag:11, §b信息标签
darkutils:lore_tag:12, §c信息标签
darkutils:lore_tag:13, §d信息标签
darkutils:lore_tag:14, §e信息标签
darkutils:lore_tag:15, §f信息标签
darkutils:grate, 物品格栅
darkutils:fake_tnt, TNT
darkutils:ender_tether, 末影拴绳
darkutils:ender_hopper, 末影漏斗
darkutils:ender_pearl_hopper, 镶珠末影漏斗
darkutils:slime_dyed:0, 白色粘液块
darkutils:slime_dyed:1, 橙色粘液块
darkutils:slime_dyed:2, 品红色粘液块
darkutils:slime_dyed:3, 淡蓝色粘液块
darkutils:slime_dyed:4, 黄色粘液块
darkutils:slime_dyed:5, 黄绿色粘液块
darkutils:slime_dyed:6, 粉红色粘液块
darkutils:slime_dyed:7, 灰色粘液块
darkutils:slime_dyed:8, 淡灰色粘液块
darkutils:slime_dyed:9, 青色粘液块
darkutils:slime_dyed:10, 紫色粘液块
darkutils:slime_dyed:11, 蓝色粘液块
darkutils:slime_dyed:12, 棕色粘液块
darkutils:slime_dyed:13, 绿色粘液块
darkutils:slime_dyed:14, 红色粘液块
darkutils:slime_dyed:15, 黑色粘液块
darkutils:material:0, 凋零之尘
darkutils:material:1, 不稳定末影珍珠
darkutils:material:2, 凋零膏
darkutils:material:3, 焦黑糖
darkutils:wither_block:0, 凋零之尘方块
darkutils:wither_block:1, 凋零之尘砖块
darkutils:wither_block:2, 雕纹凋零之尘块
darkutils:wither_block:3, 雕凿凋零之尘块
darkutils:wither_block:4, 腐化凋零之尘块
darkutils:wither_block:5, 方格凋零之尘块
darkutils:charm_agression, 侵略魔符
darkutils:focus_sash, 聚焦腰带
darkutils:charm_gluttony, 暴食魔符
darkutils:charm_null, 零域护符
darkutils:charm_portal, 传送门护符
darkutils:charm_sleep, 睡眠护符
darkutils:anti_slime, 反粘液块
deepmoblearning:machine_casing, Soot-covered Machine Casing
deepmoblearning:infused_ingot_block, Glitch Infused Block
deepmoblearning:simulation_chamber, Simulation Chamber
deepmoblearning:extraction_chamber, Loot Fabricator
deepmoblearning:trial_keystone, Trial Keystone
